count,hate_speech,offensive_language,neither,class,class_label,clean_tweet_improved
3.0,0.0,0.0,3.0,2.0,Neither,jim crow laws segregation lynching laws anti womans suffrage laws amazing everyone doesnt want bring
3.0,1.0,2.0,0.0,1.0,Offensive Language,drive nigger
3.0,0.0,3.0,0.0,1.0,Offensive Language,speaking time tryna make look bad wasnt eating pussy
3.0,2.0,1.0,0.0,0.0,Hate Speech,else expect nigger lover
3.0,1.0,2.0,0.0,1.0,Offensive Language,guys pussies
3.0,0.0,3.0,0.0,1.0,Offensive Language,life hoes gonna hoes could blame tammy
3.0,0.0,0.0,3.0,2.0,Neither,birds feather
3.0,1.0,2.0,0.0,1.0,Offensive Language,ill show much fag
3.0,0.0,1.0,2.0,2.0,Neither,coaches put positions successful offensive struggles put gardner program trash
3.0,0.0,0.0,3.0,2.0,Neither,wow great language coming coach sure role model trash account
3.0,0.0,0.0,3.0,2.0,Neither,lookin good mick
3.0,2.0,1.0,0.0,0.0,Hate Speech,shut dirty dirt trap limp knees ashy footed blue balls isolated hamster wheel nipples bitch
3.0,0.0,1.0,2.0,2.0,Neither,need stop picking ufcs trash though build fighters
3.0,2.0,1.0,0.0,0.0,Hate Speech,congratulations officially fucking retarded
3.0,0.0,3.0,0.0,1.0,Offensive Language,say many bitch swear right ones
3.0,2.0,1.0,0.0,0.0,Hate Speech,favorite drink white trash everywhere
3.0,0.0,3.0,0.0,1.0,Offensive Language,try mikey none hick
3.0,0.0,2.0,1.0,1.0,Offensive Language,talentless skag wardrobe malfunction
3.0,1.0,2.0,0.0,1.0,Offensive Language,bitch lying justins account ugly indian
3.0,2.0,1.0,0.0,0.0,Hate Speech,fight fucking obese niglet
3.0,0.0,1.0,2.0,2.0,Neither,really right bed put dam yellow starburst throws window
3.0,2.0,1.0,0.0,0.0,Hate Speech,ignorant cunt
3.0,0.0,3.0,0.0,1.0,Offensive Language,still cunt
3.0,0.0,0.0,3.0,2.0,Neither,person actually holding ape paris sister
3.0,3.0,0.0,0.0,0.0,Hate Speech,okay lets fight ginger faggot
3.0,0.0,3.0,0.0,1.0,Offensive Language,never said wanted tranny
3.0,1.0,0.0,2.0,2.0,Neither,tranny
3.0,1.0,2.0,0.0,1.0,Offensive Language,nigga chill throw jungle watch come gorilla monkey cheetah coat
3.0,1.0,2.0,0.0,1.0,Offensive Language,queer gnarles charles wasnt
3.0,0.0,3.0,0.0,1.0,Offensive Language,sup pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch desire see much bullshit hahahaha
3.0,2.0,1.0,0.0,0.0,Hate Speech,well genos ultimate faggot
3.0,0.0,3.0,0.0,1.0,Offensive Language,mindless twat shitting hiphop hahahaha
3.0,0.0,3.0,0.0,1.0,Offensive Language,juss way stands screams bitch lmao
3.0,3.0,0.0,0.0,0.0,Hate Speech,really fags gross aids infected sick fuckers
3.0,0.0,3.0,0.0,1.0,Offensive Language,dumb cunts make sad served war wouldnt
3.0,0.0,1.0,2.0,2.0,Neither,helmets destiny trash wish could rock invisible bubble instead hunters look robocop
3.0,0.0,3.0,0.0,1.0,Offensive Language,basically bitch day mhmmm course
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,spaceship retarded
3.0,2.0,1.0,0.0,0.0,Hate Speech,glad uncle another stupid faggot world hopefully next
3.0,2.0,1.0,0.0,0.0,Hate Speech,see picture smoking man god disgraceful nig sir embarrassment
3.0,1.0,2.0,0.0,1.0,Offensive Language,nig
3.0,0.0,3.0,0.0,1.0,Offensive Language,profane words bwahahahahahah mad gay faggot boi bitch ass nigga
3.0,0.0,3.0,0.0,1.0,Offensive Language,arguing ugly bitch twitter
3.0,1.0,2.0,0.0,1.0,Offensive Language,hell yeaim surrounded hillbillys real ass rednecks
3.0,0.0,0.0,3.0,2.0,Neither,nee dat langdurig gepest wordenzoals zeiin kiem smorenis ook voor kind hoe moet optreden
3.0,0.0,0.0,3.0,2.0,Neither,bravoquality trash
3.0,0.0,0.0,3.0,2.0,Neither,whats comeatmebro bird stressful
6.0,0.0,6.0,0.0,1.0,Offensive Language,back atcha bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,gamoot considered wait little baby back bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,fake bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,apologize morgan bitch blind whole seconds
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch
6.0,1.0,5.0,0.0,1.0,Offensive Language,naw negro
3.0,0.0,1.0,2.0,2.0,Neither,chik fil hipotle trash taco bell give runs
3.0,1.0,2.0,0.0,1.0,Offensive Language,faggot alert
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch ass scaring keep new ones yet
3.0,0.0,0.0,3.0,2.0,Neither,think celestial dragon killed
3.0,0.0,3.0,0.0,1.0,Offensive Language,still giant muk eats candy ceasar clown
3.0,2.0,1.0,0.0,0.0,Hate Speech,ignorant cement headed hillbilly said taxing fuckin read fucking knob gobbling douchebag
3.0,0.0,3.0,0.0,1.0,Offensive Language,lmao would respect hes hoe true
3.0,0.0,2.0,1.0,1.0,Offensive Language,whats name hoe sounds good
3.0,0.0,3.0,0.0,1.0,Offensive Language,back high school hoes nigga
3.0,0.0,0.0,3.0,2.0,Neither,need monkey bars tricycle
3.0,0.0,3.0,0.0,1.0,Offensive Language,called pussy pop think cats
3.0,0.0,3.0,0.0,1.0,Offensive Language,dyslexia bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,karma bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,cares bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,jesus walks bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,ask bitch bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,rather choke moms bomb pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,called cunt
3.0,0.0,3.0,0.0,1.0,Offensive Language,would need call bitchcunt face talking dumbass
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bitches love
3.0,0.0,3.0,0.0,1.0,Offensive Language,called hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,ily work bitch even battle ready blades
3.0,0.0,3.0,0.0,1.0,Offensive Language,whatever wall hackin pussy bich ill fuk mum sis step sis mums mum mums aunt bich bich
3.0,2.0,1.0,0.0,0.0,Hate Speech,come wage fag
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoes days
3.0,0.0,3.0,0.0,1.0,Offensive Language,dare insult pearl harbor vet dumb cunt
3.0,0.0,3.0,0.0,1.0,Offensive Language,shes always scheming dude jaime needs keep hoe leashor mean sister
3.0,1.0,2.0,0.0,1.0,Offensive Language,tell stop think protocol put shots someone whos unarmed retard
3.0,0.0,3.0,0.0,1.0,Offensive Language,thing baby never call bitch phone bout nigga ion app somebody playing
3.0,0.0,0.0,3.0,2.0,Neither,steek morele vinger maar neus zelfde soort types bij nato stenigt vrouwen bosjes
3.0,1.0,2.0,0.0,1.0,Offensive Language,ill continue dis later ill back bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,neil heard scientists discovered fact bitches trippin
3.0,0.0,3.0,0.0,1.0,Offensive Language,naaaa faggots soi guess wouldnt around longwould
3.0,0.0,3.0,0.0,1.0,Offensive Language,home headed work sorry
3.0,0.0,3.0,0.0,1.0,Offensive Language,lmao shoes fit lace bitches talking general
3.0,0.0,3.0,0.0,1.0,Offensive Language,watching football pussy soccer wtf
3.0,0.0,1.0,2.0,2.0,Neither,thank jackass zebras
3.0,1.0,2.0,0.0,1.0,Offensive Language,come watch godzilla faggot
3.0,0.0,3.0,0.0,1.0,Offensive Language,sounds right many dumb bitches work welcome life
3.0,0.0,3.0,0.0,1.0,Offensive Language,bunch pussies
3.0,0.0,3.0,0.0,1.0,Offensive Language,whatever fucking pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,chewy high hard ass dick ooh goes pager could trick bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,looks pussy lips huge
3.0,0.0,3.0,0.0,1.0,Offensive Language,aka lonely bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,ugly niggah problems pretty niggah problems bad problem
3.0,0.0,3.0,0.0,1.0,Offensive Language,pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,niggah das gay
3.0,0.0,2.0,1.0,1.0,Offensive Language,trippy hoes
3.0,0.0,3.0,0.0,1.0,Offensive Language,gonna drink monster til sue gettin bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,lmaoo nigga pic looove pussy popeyes lmaoo killed
3.0,0.0,3.0,0.0,1.0,Offensive Language,also refer girl bitch sucked
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch dad
3.0,0.0,2.0,1.0,1.0,Offensive Language,draws perfect scorpion writes name retarded
3.0,0.0,3.0,0.0,1.0,Offensive Language,lmfao sorry bitch likes wes
3.0,2.0,1.0,0.0,0.0,Hate Speech,niggers
3.0,0.0,3.0,0.0,1.0,Offensive Language,roll eat barter system nig
3.0,0.0,0.0,3.0,2.0,Neither,explains theyre waving trash bags around heads
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches
3.0,1.0,2.0,0.0,1.0,Offensive Language,bully halfretarded talking flotation device assure bully
9.0,0.0,1.0,8.0,2.0,Neither,seems come trash nobody outside hollywood knows ppl pay seeha guess
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch bloked lmao
3.0,2.0,1.0,0.0,0.0,Hate Speech,bitch bout bitch ass nigga stupid ass
3.0,1.0,2.0,0.0,1.0,Offensive Language,check yer phone nigger
3.0,0.0,1.0,2.0,2.0,Neither,peaceful boring fighting come ghetto remember impossible
3.0,0.0,3.0,0.0,1.0,Offensive Language,nigglet seen
3.0,0.0,1.0,2.0,2.0,Neither,everybody look birdkilling wind mill lover
3.0,0.0,3.0,0.0,1.0,Offensive Language,gotta respect bitch lets put entire arm vagina
3.0,0.0,3.0,0.0,1.0,Offensive Language,love laying bed twin size bed bitches takin havin
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches crazy
3.0,0.0,3.0,0.0,1.0,Offensive Language,lmao whore life bad day better good day youve ever day bitch haha
3.0,0.0,3.0,0.0,1.0,Offensive Language,congratulations brother hoe
3.0,0.0,2.0,1.0,1.0,Offensive Language,trash
3.0,0.0,0.0,3.0,2.0,Neither,making clams betting hope living
3.0,0.0,1.0,2.0,2.0,Neither,lmao yes kind ghetto yet says feel
3.0,3.0,0.0,0.0,0.0,Hate Speech,knew faggot though
3.0,1.0,2.0,0.0,1.0,Offensive Language,fugly white bitch
3.0,1.0,0.0,2.0,2.0,Neither,lived attest trust muzzie nation million light years
3.0,0.0,0.0,3.0,2.0,Neither,mad libs cool twinkie long pon cameo magic crystal tree
3.0,0.0,3.0,0.0,1.0,Offensive Language,bye bitch byeeeee
3.0,0.0,1.0,2.0,2.0,Neither,trash
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoe stfu
3.0,0.0,3.0,0.0,1.0,Offensive Language,wrong call urself man call girl bitch fuckin loser bro
3.0,0.0,2.0,1.0,1.0,Offensive Language,stfu bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,called nigger
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoe issues
3.0,1.0,2.0,0.0,1.0,Offensive Language,totes girl also blasting mayday wearing oversized hoodie queer
3.0,1.0,2.0,0.0,1.0,Offensive Language,trying catch diabetes fuckin white bitch
6.0,0.0,0.0,6.0,2.0,Neither,red yellow
3.0,0.0,0.0,3.0,2.0,Neither,likecharlie chanstyle never saw either hmmmakes think cockneys killzone series
3.0,2.0,1.0,0.0,0.0,Hate Speech,hit bitch see bruises
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoe
3.0,0.0,0.0,3.0,2.0,Neither,remember dad running rotary hoe corn freeze knock dead leaves turn brown
3.0,2.0,1.0,0.0,0.0,Hate Speech,fucking faggot
3.0,0.0,0.0,3.0,2.0,Neither,parental unit trash
3.0,0.0,0.0,3.0,2.0,Neither,theres always onethey never realize worst unsolicited unaffiliated trash talker
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch arms piccolo
3.0,0.0,3.0,0.0,1.0,Offensive Language,dem wants weenis swingin twitter say day shut colored ass
3.0,1.0,2.0,0.0,1.0,Offensive Language,whats next fingers dykes
3.0,0.0,0.0,3.0,2.0,Neither,yeah sting already proven draw apples oranges signs people sole purpose burying
3.0,0.0,3.0,0.0,1.0,Offensive Language,ell naw dogs run bitch
6.0,0.0,0.0,6.0,2.0,Neither,funky monkey
3.0,1.0,0.0,2.0,2.0,Neither,day feel bout colored folk
3.0,0.0,3.0,0.0,1.0,Offensive Language,stop bitch speaking name little girl thank
3.0,0.0,3.0,0.0,1.0,Offensive Language,whole video sucking life pussy bye stranger
3.0,0.0,3.0,0.0,1.0,Offensive Language,weed come faggot
3.0,2.0,1.0,0.0,0.0,Hate Speech,fag
3.0,2.0,1.0,0.0,0.0,Hate Speech,yeah right mexicans bringing family hoe finna packed
3.0,0.0,2.0,1.0,1.0,Offensive Language,two need stop acting two little bitches
3.0,0.0,2.0,1.0,1.0,Offensive Language,hillbilly ass would shoot piers put right next buck hangin redneck ass wall
3.0,0.0,3.0,0.0,1.0,Offensive Language,house keeps passing crs senate says harry ried obamas bitch states senators represent
3.0,0.0,3.0,0.0,1.0,Offensive Language,shut arsenal already bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoes
3.0,0.0,3.0,0.0,1.0,Offensive Language,yall doubt piece white trash say proudly
3.0,0.0,3.0,0.0,1.0,Offensive Language,good choice except whale bitches youd would pregnant
3.0,1.0,2.0,0.0,1.0,Offensive Language,funny ofay mammy woulda happy made friends wit folk dat brought new world chains
3.0,1.0,2.0,0.0,1.0,Offensive Language,idea peoples actually personalities maybe pamaj always cunt hahaha
3.0,0.0,3.0,0.0,1.0,Offensive Language,cunt shitty attitude apex pamaj banks
3.0,0.0,1.0,2.0,2.0,Neither,whoa easy amy slag canucks much generalization
3.0,0.0,3.0,0.0,1.0,Offensive Language,puss pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,vote right complain said vote son bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,yeah want shoot son bitch
3.0,2.0,1.0,0.0,0.0,Hate Speech,could hook plant city faggots
3.0,1.0,2.0,0.0,1.0,Offensive Language,pussy
3.0,3.0,0.0,0.0,0.0,Hate Speech,surprised could read slits eyes
3.0,0.0,0.0,3.0,2.0,Neither,arent best story time visit yellow friends
3.0,0.0,3.0,0.0,1.0,Offensive Language,thought camera would steal soul shut stupid twat
3.0,0.0,3.0,0.0,1.0,Offensive Language,raised person uses gun take ass whipping pussy
3.0,1.0,2.0,0.0,1.0,Offensive Language,yeah tend grab ass smack bitches morning think hang
3.0,0.0,3.0,0.0,1.0,Offensive Language,shes dyke
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch gas station puffin swear trashy nigga put check
3.0,0.0,0.0,3.0,2.0,Neither,viswa moulie wanna friend please shall
3.0,2.0,0.0,1.0,0.0,Hate Speech,ugly dyke
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch gone mention back
3.0,0.0,3.0,0.0,1.0,Offensive Language,outside pussy
3.0,1.0,2.0,0.0,1.0,Offensive Language,good man long time niggah
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,hey guess yall forgot bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,whoooo lemme find bitch run haha
3.0,0.0,3.0,0.0,1.0,Offensive Language,see tears bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,cry bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate men much trying look stupid little cunt
3.0,1.0,2.0,0.0,1.0,Offensive Language,yeah lie deleted nigger
3.0,1.0,2.0,0.0,1.0,Offensive Language,would reply red emoji nigger
3.0,0.0,0.0,3.0,2.0,Neither,yes stalking weird people many things
3.0,0.0,0.0,3.0,2.0,Neither,btw genocide war people gaza combatants people warsaw ghetto
6.0,0.0,6.0,0.0,1.0,Offensive Language,time wasting bitch broke
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch ass nigga called bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,drink pussy juice nigga
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch hate
3.0,0.0,3.0,0.0,1.0,Offensive Language,right hoes dick dats
6.0,2.0,3.0,1.0,1.0,Offensive Language,rednecks erecycle
3.0,1.0,2.0,0.0,1.0,Offensive Language,holy frozen pussy crazy
4.0,0.0,1.0,3.0,2.0,Neither,unexplainable
3.0,0.0,1.0,2.0,2.0,Neither,hey rachel name isint kenneth lets straight best backing ghetto
3.0,0.0,3.0,0.0,1.0,Offensive Language,grow pair pussy
3.0,1.0,2.0,0.0,1.0,Offensive Language,talkin bout retard sittin
3.0,0.0,3.0,0.0,1.0,Offensive Language,old cunt needs die
3.0,0.0,3.0,0.0,1.0,Offensive Language,hell plasticassed bitch
6.0,0.0,6.0,0.0,1.0,Offensive Language,hoes thick clowning
3.0,0.0,0.0,3.0,2.0,Neither,dubya hates todays teabagger movement
3.0,0.0,3.0,0.0,1.0,Offensive Language,talking language none pussywhipped rino whining
3.0,0.0,1.0,2.0,2.0,Neither,gets cold yall gonna trash
3.0,0.0,0.0,3.0,2.0,Neither,ill see guys later gotta bake blood crackers
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,text queer bait
3.0,0.0,1.0,2.0,2.0,Neither,impressed anybody could chug smirnoff ice quickly
3.0,0.0,3.0,0.0,1.0,Offensive Language,kevin hoes
3.0,0.0,0.0,3.0,2.0,Neither,course win lose always exciting matches spilt blood arent trash talker
3.0,0.0,1.0,2.0,2.0,Neither,hollywood underwood took shirt started screaming dark hah horror movie nips
3.0,0.0,3.0,0.0,1.0,Offensive Language,broke bitch
3.0,2.0,1.0,0.0,0.0,Hate Speech,stfu ugly dyke
3.0,1.0,2.0,0.0,1.0,Offensive Language,call pussy
3.0,2.0,1.0,0.0,0.0,Hate Speech,looks reg memphistn trash everywhere
3.0,0.0,3.0,0.0,1.0,Offensive Language,wtf mine fried twinkie powdered sugar hoed
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch might aesthetic
3.0,0.0,2.0,1.0,1.0,Offensive Language,gotta let hoes pow pow want gtgt
3.0,0.0,3.0,0.0,1.0,Offensive Language,hes better trainer jillian really acts bitch sometimes
4.0,0.0,4.0,0.0,1.0,Offensive Language,lls omg omg getting harrassed bby father smh tlk bout mch miss bitch please
3.0,1.0,2.0,0.0,1.0,Offensive Language,dis wus offered help faggot ass nigga custody kids lowkey heated
3.0,0.0,3.0,0.0,1.0,Offensive Language,man fck dat tranny juwanna man ass nigga
3.0,0.0,2.0,1.0,1.0,Offensive Language,yeah birds chirping outside bastards
3.0,0.0,3.0,0.0,1.0,Offensive Language,poked little pussy stick curled little ball pill bug
3.0,0.0,3.0,0.0,1.0,Offensive Language,sounds bad bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,method colonial states employed france england bitch playbook
3.0,1.0,0.0,2.0,2.0,Neither,gulls first grade cracker physical
3.0,0.0,3.0,0.0,1.0,Offensive Language,dumb hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch still
3.0,0.0,0.0,3.0,2.0,Neither,right link would trash bin gotcha
3.0,0.0,3.0,0.0,1.0,Offensive Language,yeah wana bring pussy tell could find mexican city full
3.0,0.0,2.0,1.0,1.0,Offensive Language,adawg getcho ghetto booty
3.0,0.0,3.0,0.0,1.0,Offensive Language,nigglet send pictures
3.0,0.0,3.0,0.0,1.0,Offensive Language,moms ass breath pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,little bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,ohhhhh bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,bitch please
3.0,0.0,3.0,0.0,1.0,Offensive Language,gotta hoe
3.0,0.0,1.0,2.0,2.0,Neither,yeahbut cripple getting clean helped call outwouldnt fair either way
3.0,0.0,3.0,0.0,1.0,Offensive Language,shouldve bitches wallet tigher puy
3.0,1.0,2.0,0.0,1.0,Offensive Language,bastard obama giving fing wetbacks
3.0,0.0,2.0,1.0,1.0,Offensive Language,enough making fun retarded people talking way
3.0,1.0,2.0,0.0,1.0,Offensive Language,see texting bitch
3.0,3.0,0.0,0.0,0.0,Hate Speech,boringamphack allah mohamed also fagsplease mention welldid god take away balls punishment
3.0,0.0,3.0,0.0,1.0,Offensive Language,lets hangout monday nigs
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch retweet love hope great bday
3.0,0.0,3.0,0.0,1.0,Offensive Language,wearing sweatshirt snapchat story hoe love tho
6.0,1.0,5.0,0.0,1.0,Offensive Language,hoping went chow part hangover die dumb bitch ass sloot
3.0,0.0,3.0,0.0,1.0,Offensive Language,stfu prude ass basic ass bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,kidding fucking faggot
3.0,0.0,3.0,0.0,1.0,Offensive Language,wtf bitch driving around drunk
3.0,0.0,3.0,0.0,1.0,Offensive Language,pussies
3.0,0.0,3.0,0.0,1.0,Offensive Language,yeah lakers bitch boi
3.0,1.0,2.0,0.0,1.0,Offensive Language,hey bitch boy
3.0,1.0,2.0,0.0,1.0,Offensive Language,cunt
3.0,0.0,0.0,3.0,2.0,Neither,yellow
3.0,0.0,2.0,1.0,1.0,Offensive Language,instrumental retarded
3.0,1.0,0.0,2.0,2.0,Neither,bout trash huh
3.0,0.0,3.0,0.0,1.0,Offensive Language,love pussy lmaooo
3.0,0.0,2.0,1.0,1.0,Offensive Language,promotion hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,okay love bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,would pay sex getfree pussy makes sence
3.0,0.0,0.0,3.0,2.0,Neither,guys number yankees looks uncle stevie lmao dying
3.0,0.0,3.0,0.0,1.0,Offensive Language,ill actually kill bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,brandy wanna ass bitches
3.0,1.0,2.0,0.0,1.0,Offensive Language,vet ryan rocks useless geek face bitch
3.0,0.0,1.0,2.0,2.0,Neither,never gave camera bird
3.0,0.0,3.0,0.0,1.0,Offensive Language,shut bitchim alive going itbut good
3.0,0.0,3.0,0.0,1.0,Offensive Language,tag pussy ill fite
3.0,2.0,1.0,0.0,0.0,Hate Speech,faggot
3.0,0.0,3.0,0.0,1.0,Offensive Language,calling pussy talking making excuses getting ass beat stfu talking
3.0,0.0,3.0,0.0,1.0,Offensive Language,whats good bitch ass nigga catch phase
3.0,0.0,2.0,1.0,1.0,Offensive Language,nigga vic acting yellow bone followers answer nigga phone
3.0,0.0,3.0,0.0,1.0,Offensive Language,fucking bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,parseltounge basilisk fucking pussy right
3.0,2.0,1.0,0.0,0.0,Hate Speech,cody always calling people nigger hes fucking spaz
3.0,0.0,0.0,3.0,2.0,Neither,chug ranch
3.0,2.0,1.0,0.0,0.0,Hate Speech,negro amigo pulled gun nate weeks ago stoked
3.0,0.0,3.0,0.0,1.0,Offensive Language,avila simple live pretty redneck area never gets pronounced correctly
3.0,0.0,0.0,3.0,2.0,Neither,hey hillbilly jim greg hammer valentine
3.0,0.0,0.0,3.0,2.0,Neither,deleted visionary saw subtweet next time tho love jail bird dresses
3.0,0.0,3.0,0.0,1.0,Offensive Language,ratchet ass bitch bet felt dumb
3.0,2.0,0.0,1.0,0.0,Hate Speech,happens date colored
3.0,2.0,1.0,0.0,0.0,Hate Speech,going murder fucking cunt
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch already would crazy
3.0,1.0,2.0,0.0,1.0,Offensive Language,hahahah hes stupid ass bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,made fun suicide attempt mellie bitch season
3.0,2.0,1.0,0.0,0.0,Hate Speech,ugly white bitch
3.0,2.0,1.0,0.0,0.0,Hate Speech,ballsack hairy gtfo tranny prude bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,bamoose prophet right thy hoes loyal
3.0,0.0,3.0,0.0,1.0,Offensive Language,niggers fell
3.0,0.0,3.0,0.0,1.0,Offensive Language,shes dyke looks shes
3.0,2.0,1.0,0.0,0.0,Hate Speech,back nigger music decent
3.0,0.0,3.0,0.0,1.0,Offensive Language,make bitches move
3.0,0.0,0.0,3.0,2.0,Neither,negative slopes aka chart grades math
6.0,0.0,6.0,0.0,1.0,Offensive Language,bitch texted
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch meet plano senior high school vines chest going take yall
3.0,1.0,2.0,0.0,1.0,Offensive Language,yall pussy ass niggas
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch speaking fucking english fucking pecker wood
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch doesnt even make sense bitch
3.0,2.0,1.0,0.0,0.0,Hate Speech,bitch ugly hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch blog meet round
3.0,0.0,3.0,0.0,1.0,Offensive Language,nigga stfu funny laughing retarded ass stfu
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch pull hoes dream
3.0,1.0,2.0,0.0,1.0,Offensive Language,could fag bitches please tell
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch talk lamp level even fussy look stop looking porn kid
3.0,0.0,2.0,1.0,1.0,Offensive Language,read constitution love spending starts house love uninformed teabaggers
3.0,0.0,1.0,2.0,2.0,Neither,ill make brownies alright
6.0,0.0,6.0,0.0,1.0,Offensive Language,bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,bitch look deformed version rocky
3.0,2.0,1.0,0.0,0.0,Hate Speech,fag
3.0,0.0,0.0,3.0,2.0,Neither,wasnt bad though drawing conclusions white america based person poll slippery slope
3.0,2.0,1.0,0.0,0.0,Hate Speech,faggot
3.0,0.0,3.0,0.0,1.0,Offensive Language,still needs give bitch youtube rhapsody cock
3.0,0.0,2.0,1.0,1.0,Offensive Language,bitch taught mess ups
3.0,0.0,3.0,0.0,1.0,Offensive Language,yea cause showed bitch ass
3.0,0.0,0.0,3.0,2.0,Neither,yeah shes real pom maven
3.0,0.0,1.0,2.0,2.0,Neither,yall defense trash
6.0,0.0,6.0,0.0,1.0,Offensive Language,bitch ass wants reply back days bitch bye
3.0,0.0,0.0,3.0,2.0,Neither,cactus yellow lab chow mix hershey everybodys active buddy cactus special pup shes angel
3.0,0.0,0.0,3.0,2.0,Neither,jets trash bad see meant
3.0,0.0,0.0,3.0,2.0,Neither,song pollo hermanos heisenberg
3.0,0.0,3.0,0.0,1.0,Offensive Language,agronomist told beans bitchthey whatever want
6.0,0.0,6.0,0.0,1.0,Offensive Language,wussup bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,wuss bitch
3.0,0.0,1.0,2.0,2.0,Neither,assume tranny went morning maxima
3.0,1.0,0.0,2.0,2.0,Neither,great reply except trash
3.0,1.0,2.0,0.0,1.0,Offensive Language,civic stick green shitty paint beaner ass wheels miles insurance hows
3.0,1.0,2.0,0.0,1.0,Offensive Language,well use anymore dslr broke bitch yeah
3.0,0.0,2.0,1.0,1.0,Offensive Language,trash though
3.0,0.0,0.0,3.0,2.0,Neither,bite promise hes friendly bird
3.0,0.0,3.0,0.0,1.0,Offensive Language,save best material wmhs games jus rain hell upon bitches way today
3.0,1.0,2.0,0.0,1.0,Offensive Language,fat hoes need treadmill hmu therealwesjamescom
3.0,0.0,3.0,0.0,1.0,Offensive Language,long tittied nipple bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,ending retarded
3.0,0.0,3.0,0.0,1.0,Offensive Language,wear vineyard vines american flag chubbies opposite wigga
